HCON_00000010	WBGene00001242
HCON_00047900	WBGene00044916
HCON_00047980	WBGene00015188
HCON_00048000	WBGene00003015
HCON_00048010	WBGene00000892
HCON_00048020	WBGene00006601
HCON_00048030	WBGene00021057
HCON_00048040	WBGene00021058
HCON_00048050	WBGene00008459
HCON_00048060	WBGene00008458
HCON_00048070	WBGene00008457
HCON_00048080	WBGene00006473
HCON_00048270	WBGene00000530
HCON_00048320	WBGene00020279
HCON_00048380	WBGene00007044
HCON_00048390	WBGene00003106
HCON_00048400	WBGene00013158
HCON_00048410	WBGene00008548
HCON_00048420	WBGene00008547
HCON_00048500	WBGene00001064
HCON_00048510	WBGene00001072
HCON_00048520	WBGene00021146
HCON_00048530	WBGene00004507
HCON_00048540	WBGene00020501
HCON_00048550	WBGene00000220
HCON_00048560	WBGene00008402
HCON_00048570	WBGene00004286
HCON_00048580	WBGene00013195
HCON_00048590	WBGene00006947
HCON_00048600	WBGene00006956
HCON_00048620	WBGene00018491
HCON_00048650	WBGene00012356
HCON_00048660	WBGene00017282
HCON_00048680	WBGene00006434
HCON_00048720	WBGene00022172
HCON_00048750	WBGene00003939
HCON_00048760	WBGene00012000
HCON_00048780	WBGene00011507
HCON_00048800	WBGene00000151
HCON_00048810	WBGene00009048
HCON_00048810	WBGene00022856
HCON_00048820	WBGene00022851
HCON_00048920	WBGene00007652
HCON_00048930	WBGene00022732
HCON_00048940	WBGene00019079
HCON_00048940	WBGene00019767
HCON_00048950	WBGene00022739
HCON_00048960	WBGene00015311
HCON_00048970	WBGene00015311
HCON_00048980	WBGene00015309
HCON_00048990	WBGene00000180
HCON_00049010	WBGene00021546
HCON_00049040	WBGene00006719
HCON_00049050	WBGene00022770
HCON_00049070	WBGene00011530
HCON_00049110	WBGene00000981
HCON_00049110	WBGene00000970
HCON_00049130	WBGene00021296
HCON_00049140	WBGene00018894
HCON_00049200	WBGene00012855
HCON_00049210	WBGene00007528
HCON_00049210	WBGene00013551
HCON_00049220	WBGene00007529
HCON_00049240	WBGene00011043
HCON_00049250	WBGene00001247
HCON_00049270	WBGene00013151
HCON_00049280	WBGene00004245
HCON_00049300	WBGene00004185
HCON_00049320	WBGene00004178
HCON_00049350	WBGene00007374
HCON_00049360	WBGene00004194
HCON_00049380	WBGene00007375
HCON_00049380	WBGene00014668
HCON_00049390	WBGene00000432
HCON_00049400	WBGene00007918
HCON_00049420	WBGene00001227
HCON_00049430	WBGene00007916
HCON_00049480	WBGene00003089
HCON_00049510	WBGene00016809
HCON_00049540	WBGene00016811
HCON_00049560	WBGene00016810
HCON_00049570	WBGene00016022
HCON_00049660	WBGene00018023
HCON_00049670	WBGene00020596
HCON_00049680	WBGene00000198
HCON_00049690	WBGene00003678
HCON_00049700	WBGene00006882
HCON_00049720	WBGene00017210
HCON_00049730	WBGene00020781
HCON_00049760	WBGene00016631
HCON_00049770	WBGene00022782
HCON_00049800	WBGene00003018
HCON_00049850	WBGene00000162
HCON_00049900	WBGene00021148
HCON_00049910	WBGene00000562
HCON_00049950	WBGene00004416
HCON_00050040	WBGene00007444
HCON_00050050	WBGene00013669
HCON_00050120	WBGene00009364
HCON_00050130	WBGene00000914
HCON_00050140	WBGene00020575
HCON_00050160	WBGene00013923
HCON_00050180	WBGene00013925
HCON_00050190	WBGene00013924
HCON_00050220	WBGene00022880
HCON_00050230	WBGene00022882
HCON_00050240	WBGene00001509
HCON_00050250	WBGene00000651
HCON_00050260	WBGene00019426
HCON_00050290	WBGene00010991
HCON_00050330	WBGene00020741
HCON_00050340	WBGene00006822
HCON_00050350	WBGene00008496
HCON_00050360	WBGene00008497
HCON_00050360	WBGene00008498
HCON_00050460	WBGene00021476
HCON_00050470	WBGene00021467
HCON_00050480	WBGene00018045
HCON_00050520	WBGene00012716
HCON_00050580	WBGene00000751
HCON_00050580	WBGene00000609
HCON_00050580	WBGene00000711
HCON_00050580	WBGene00000752
HCON_00050600	WBGene00000751
HCON_00050600	WBGene00000609
HCON_00050600	WBGene00000711
HCON_00050600	WBGene00000752
HCON_00050640	WBGene00022780
HCON_00050660	WBGene00013416
HCON_00050730	WBGene00004360
HCON_00050740	WBGene00021094
HCON_00050780	WBGene00003599
HCON_00050890	WBGene00004122
HCON_00050900	WBGene00013119
HCON_00050900	WBGene00019270
HCON_00050900	WBGene00019919
HCON_00050900	WBGene00012102
HCON_00050900	WBGene00020503
HCON_00050900	WBGene00011655
HCON_00050900	WBGene00011658
HCON_00050900	WBGene00012135
HCON_00050900	WBGene00014236
HCON_00050900	WBGene00009148
HCON_00050940	WBGene00020502
HCON_00050950	WBGene00010944
HCON_00050980	WBGene00003960
HCON_00050990	WBGene00015206
HCON_00051000	WBGene00015207
HCON_00051010	WBGene00015208
HCON_00051030	WBGene00001129
HCON_00051040	WBGene00001075
HCON_00051040	WBGene00000738
HCON_00051050	WBGene00000613
HCON_00051060	WBGene00016172
HCON_00051140	WBGene00008497
HCON_00051140	WBGene00008498
HCON_00051150	WBGene00003730
HCON_00051150	WBGene00003734
HCON_00051160	WBGene00015204
HCON_00051170	WBGene00013917
HCON_00051170	WBGene00015203
HCON_00051230	WBGene00015059
HCON_00051250	WBGene00010704
HCON_00051250	WBGene00008283
HCON_00051250	WBGene00015662
HCON_00051310	WBGene00000175
HCON_00051350	WBGene00009352
HCON_00051360	WBGene00009353
HCON_00051370	WBGene00009354
HCON_00051380	WBGene00006788
HCON_00051420	WBGene00015287
HCON_00051460	WBGene00015288
HCON_00051470	WBGene00015286
HCON_00051480	WBGene00012138
HCON_00051500	WBGene00019022
HCON_00051530	WBGene00000271
HCON_00051550	WBGene00016118
HCON_00051560	WBGene00016120
HCON_00051600	WBGene00017434
HCON_00051610	WBGene00015005
HCON_00051620	WBGene00011367
HCON_00051630	WBGene00013324
HCON_00051640	WBGene00011368
HCON_00051650	WBGene00005026
HCON_00051660	WBGene00014250
HCON_00051680	WBGene00009779
HCON_00051730	WBGene00009245
HCON_00051740	WBGene00011927
HCON_00051750	WBGene00011634
HCON_00051760	WBGene00007014
HCON_00051770	WBGene00011635
HCON_00051790	WBGene00004918
HCON_00051800	WBGene00011959
HCON_00051800	WBGene00013596
HCON_00051810	WBGene00004028
HCON_00051820	WBGene00011040
HCON_00051830	WBGene00002265
HCON_00051850	WBGene00017968
HCON_00051860	WBGene00004198
HCON_00051870	WBGene00003078
HCON_00051880	WBGene00015331
HCON_00051880	WBGene00018124
HCON_00051880	WBGene00015929
HCON_00051900	WBGene00007555
HCON_00051910	WBGene00000933
HCON_00051920	WBGene00019855
HCON_00051940	WBGene00007557
HCON_00051950	WBGene00000798
HCON_00051960	WBGene00000796
HCON_00051970	WBGene00007556
HCON_00051980	WBGene00007564
HCON_00052050	WBGene00013261
HCON_00052060	WBGene00013272
HCON_00052070	WBGene00006718
HCON_00052070	WBGene00018586
HCON_00052080	WBGene00021545
HCON_00052100	WBGene00004984
HCON_00052180	WBGene00010057
HCON_00052190	WBGene00000225
HCON_00052200	WBGene00014220
HCON_00052200	WBGene00003504
HCON_00052210	WBGene00020801
HCON_00052220	WBGene00020163
HCON_00052230	WBGene00019616
HCON_00052260	WBGene00004218
HCON_00052280	WBGene00013147
HCON_00052300	WBGene00016630
HCON_00052310	WBGene00016630
HCON_00052320	WBGene00016630
HCON_00052350	WBGene00014165
HCON_00052360	WBGene00016630
HCON_00052370	WBGene00016630
HCON_00052490	WBGene00017874
HCON_00052510	WBGene00021456
HCON_00052520	WBGene00020171
HCON_00052530	WBGene00006994
HCON_00052540	WBGene00007643
HCON_00052550	WBGene00018902
HCON_00052550	WBGene00010080
HCON_00052560	WBGene00012904
HCON_00052560	WBGene00015943
HCON_00052570	WBGene00015942
HCON_00052630	WBGene00019410
HCON_00052630	WBGene00022708
HCON_00052640	WBGene00008669
HCON_00052660	WBGene00044310
HCON_00052670	WBGene00018533
HCON_00052700	WBGene00010875
HCON_00052710	WBGene00021785
HCON_00052720	WBGene00015331
HCON_00052720	WBGene00018124
HCON_00052720	WBGene00015929
HCON_00053030	WBGene00014093
HCON_00053040	WBGene00016970
HCON_00053050	WBGene00000216
HCON_00053060	WBGene00014210
HCON_00053110	WBGene00007369
HCON_00053170	WBGene00000274
HCON_00053180	WBGene00006893
HCON_00053190	WBGene00016315
HCON_00053200	WBGene00020613
HCON_00053200	WBGene00016316
HCON_00053200	WBGene00019349
HCON_00053200	WBGene00020875
HCON_00053210	WBGene00002980
HCON_00053230	WBGene00015661
HCON_00053300	WBGene00013210
HCON_00053310	WBGene00015728
HCON_00053370	WBGene00004264
HCON_00053380	WBGene00011580
HCON_00053390	WBGene00002251
HCON_00053400	WBGene00015512
HCON_00053410	WBGene00017954
HCON_00053440	WBGene00017265
HCON_00053440	WBGene00019894
HCON_00053440	WBGene00015513
HCON_00053440	WBGene00012715
HCON_00053460	WBGene00006913
HCON_00053470	WBGene00011348
HCON_00053490	WBGene00013025
HCON_00053500	WBGene00016020
HCON_00053510	WBGene00016021
HCON_00053530	WBGene00001224
HCON_00053540	WBGene00000770
HCON_00053550	WBGene00008741
HCON_00053560	WBGene00012458
HCON_00053570	WBGene00012460
HCON_00053580	WBGene00044030
HCON_00053590	WBGene00012461
HCON_00053600	WBGene00012465
HCON_00053610	WBGene00010458
HCON_00053620	WBGene00018271
HCON_00053730	WBGene00017374
HCON_00053740	WBGene00017374
HCON_00053760	WBGene00017373
HCON_00053770	WBGene00016094
HCON_00053770	WBGene00016093
HCON_00053770	WBGene00016095
HCON_00053770	WBGene00018706
HCON_00053770	WBGene00012222
HCON_00053790	WBGene00016319
HCON_00053800	WBGene00000991
HCON_00053810	WBGene00010225
HCON_00053840	WBGene00018085
HCON_00053850	WBGene00011285
HCON_00053850	WBGene00011286
HCON_00053850	WBGene00011284
HCON_00053860	WBGene00011285
HCON_00053860	WBGene00011286
HCON_00053860	WBGene00011284
HCON_00053870	WBGene00011285
HCON_00053870	WBGene00011286
HCON_00053870	WBGene00011284
HCON_00053890	WBGene00002957
HCON_00053900	WBGene00003928
HCON_00053910	WBGene00014164
HCON_00053960	WBGene00020149
HCON_00053970	WBGene00007063
HCON_00053980	WBGene00004059
HCON_00053980	WBGene00004058
HCON_00053990	WBGene00003860
HCON_00054010	WBGene00012610
HCON_00054020	WBGene00013145
HCON_00054060	WBGene00003100
HCON_00054070	WBGene00013144
HCON_00054080	WBGene00013143
HCON_00054090	WBGene00012206
HCON_00054150	WBGene00014055
HCON_00054160	WBGene00020836
HCON_00054200	WBGene00016974
HCON_00054210	WBGene00007050
HCON_00054220	WBGene00015618
HCON_00054250	WBGene00011465
HCON_00054280	WBGene00005713
HCON_00054290	WBGene00011529
HCON_00054320	WBGene00004040
HCON_00054360	WBGene00001941
HCON_00054360	WBGene00001888
HCON_00054360	WBGene00001884
HCON_00054360	WBGene00001900
HCON_00054360	WBGene00001934
HCON_00054360	WBGene00001905
HCON_00054360	WBGene00001920
HCON_00054360	WBGene00001930
HCON_00054360	WBGene00001938
HCON_00054360	WBGene00001879
HCON_00054360	WBGene00001924
HCON_00054360	WBGene00001902
HCON_00054360	WBGene00001892
HCON_00054360	WBGene00001911
HCON_00054360	WBGene00001875
HCON_00054360	WBGene00001912
HCON_00054370	WBGene00001931
HCON_00054380	WBGene00001931
HCON_00054390	WBGene00001889
HCON_00054390	WBGene00001918
HCON_00054390	WBGene00001908
HCON_00054390	WBGene00001926
HCON_00054390	WBGene00001928
HCON_00054390	WBGene00001922
HCON_00054390	WBGene00001903
HCON_00054390	WBGene00001932
HCON_00054390	WBGene00001878
HCON_00054390	WBGene00001896
HCON_00054390	WBGene00001915
HCON_00054390	WBGene00001894
HCON_00054390	WBGene00001882
HCON_00054390	WBGene00001885
HCON_00054390	WBGene00001936
HCON_00054390	WBGene00001940
HCON_00054410	WBGene00001941
HCON_00054410	WBGene00001888
HCON_00054410	WBGene00001884
HCON_00054410	WBGene00001900
HCON_00054410	WBGene00001934
HCON_00054410	WBGene00001905
HCON_00054410	WBGene00001920
HCON_00054410	WBGene00001930
HCON_00054410	WBGene00001938
HCON_00054410	WBGene00001879
HCON_00054410	WBGene00001924
HCON_00054410	WBGene00001902
HCON_00054410	WBGene00001892
HCON_00054410	WBGene00001911
HCON_00054410	WBGene00001875
HCON_00054410	WBGene00001912
HCON_00054420	WBGene00001931
HCON_00054430	WBGene00001913
HCON_00054450	WBGene00001941
HCON_00054450	WBGene00001888
HCON_00054450	WBGene00001884
HCON_00054450	WBGene00001900
HCON_00054450	WBGene00001934
HCON_00054450	WBGene00001905
HCON_00054450	WBGene00001920
HCON_00054450	WBGene00001930
HCON_00054450	WBGene00001938
HCON_00054450	WBGene00001879
HCON_00054450	WBGene00001924
HCON_00054450	WBGene00001902
HCON_00054450	WBGene00001892
HCON_00054450	WBGene00001911
HCON_00054450	WBGene00001875
HCON_00054450	WBGene00001912
HCON_00054460	WBGene00001881
HCON_00054460	WBGene00001917
HCON_00054460	WBGene00001927
HCON_00054460	WBGene00001904
HCON_00054460	WBGene00001877
HCON_00054460	WBGene00001939
HCON_00054460	WBGene00001886
HCON_00054460	WBGene00001921
HCON_00054460	WBGene00001895
HCON_00054460	WBGene00001890
HCON_00054460	WBGene00001925
HCON_00054460	WBGene00001909
HCON_00054460	WBGene00001893
HCON_00054460	WBGene00001935
HCON_00054460	WBGene00001907
HCON_00054460	WBGene00001942
HCON_00054470	WBGene00004209
HCON_00054470	WBGene00004208
HCON_00054490	WBGene00013321
HCON_00054490	WBGene00013007
HCON_00054500	WBGene00011967
HCON_00054530	WBGene00020113
HCON_00054540	WBGene00020113
HCON_00054610	WBGene00002985
HCON_00054620	WBGene00004020
HCON_00054630	WBGene00004020
HCON_00054650	WBGene00004020
HCON_00054660	WBGene00004020
HCON_00054690	WBGene00010320
HCON_00054700	WBGene00021691
HCON_00054710	WBGene00021074
HCON_00054720	WBGene00000209
HCON_00054720	WBGene00000210
HCON_00054730	WBGene00013139
HCON_00054740	WBGene00010015
HCON_00054750	WBGene00012004
HCON_00054790	WBGene00021715
HCON_00054820	WBGene00006831
HCON_00054840	WBGene00015794
HCON_00054840	WBGene00012143
HCON_00054850	WBGene00002297
HCON_00054920	WBGene00011260
HCON_00054940	WBGene00017880
HCON_00054940	WBGene00009399
HCON_00054950	WBGene00019487
HCON_00054970	WBGene00001913
HCON_00055080	WBGene00017557
HCON_00055110	WBGene00017073
HCON_00055110	WBGene00020803
HCON_00055160	WBGene00006444
HCON_00055170	WBGene00044029
HCON_00055200	WBGene00008165
HCON_00055210	WBGene00004279
HCON_00055230	WBGene00000887
HCON_00055240	WBGene00018997
HCON_00055240	WBGene00002083
HCON_00055290	WBGene00000851
HCON_00055300	WBGene00006853
HCON_00055380	WBGene00006442
HCON_00055390	WBGene00019209
HCON_00055400	WBGene00006789
HCON_00055410	WBGene00002348
HCON_00055420	WBGene00022650
HCON_00055420	WBGene00012628
HCON_00055430	WBGene00015644
HCON_00055480	WBGene00008932
HCON_00055500	WBGene00002039
HCON_00055510	WBGene00020581
HCON_00055660	WBGene00007339
HCON_00055670	WBGene00018051
HCON_00055790	WBGene00007836
HCON_00055800	WBGene00044603
HCON_00055820	WBGene00012466
HCON_00055830	WBGene00000565
HCON_00055840	WBGene00002183
HCON_00055850	WBGene00020166
HCON_00055860	WBGene00011274
HCON_00055910	WBGene00001615
HCON_00055920	WBGene00015514
HCON_00055920	WBGene00014173
HCON_00055970	WBGene00006309
HCON_00056210	WBGene00009784
HCON_00056220	WBGene00009784
HCON_00056230	WBGene00009783
HCON_00056250	WBGene00020125
HCON_00056260	WBGene00010681
HCON_00056270	WBGene00022672
HCON_00056280	WBGene00017268
HCON_00056310	WBGene00018043
HCON_00056310	WBGene00016107
HCON_00056320	WBGene00044645
HCON_00056340	WBGene00021095
HCON_00056360	WBGene00010173
HCON_00056360	WBGene00014188
HCON_00056360	WBGene00008908
HCON_00056360	WBGene00018627
HCON_00056360	WBGene00009467
HCON_00056360	WBGene00017783
HCON_00056360	WBGene00016284
HCON_00056360	WBGene00010088
HCON_00056360	WBGene00011652
HCON_00056360	WBGene00008500
HCON_00056360	WBGene00044059
HCON_00056360	WBGene00019453
HCON_00056360	WBGene00010165
HCON_00056360	WBGene00016921
HCON_00056360	WBGene00011778
HCON_00056360	WBGene00018630
HCON_00056360	WBGene00018228
HCON_00056360	WBGene00010331
HCON_00056360	WBGene00008050
HCON_00056360	WBGene00014182
HCON_00056360	WBGene00020753
HCON_00056370	WBGene00020029
HCON_00056410	WBGene00015116
HCON_00056470	WBGene00013159
HCON_00056480	WBGene00003868
HCON_00056490	WBGene00004787
HCON_00056530	WBGene00001754
HCON_00056530	WBGene00001753
HCON_00056530	WBGene00001757
HCON_00056530	WBGene00001778
HCON_00056530	WBGene00001756
HCON_00056530	WBGene00001755
HCON_00056530	WBGene00001786
HCON_00056540	WBGene00001754
HCON_00056540	WBGene00001753
HCON_00056540	WBGene00001757
HCON_00056540	WBGene00001778
HCON_00056540	WBGene00001756
HCON_00056540	WBGene00001755
HCON_00056540	WBGene00001786
HCON_00056550	WBGene00001754
HCON_00056550	WBGene00001753
HCON_00056550	WBGene00001757
HCON_00056550	WBGene00001778
HCON_00056550	WBGene00001756
HCON_00056550	WBGene00001755
HCON_00056550	WBGene00001786
HCON_00056560	WBGene00001754
HCON_00056560	WBGene00001753
HCON_00056560	WBGene00001757
HCON_00056560	WBGene00001778
HCON_00056560	WBGene00001756
HCON_00056560	WBGene00001755
HCON_00056560	WBGene00001786
HCON_00056570	WBGene00001754
HCON_00056570	WBGene00001753
HCON_00056570	WBGene00001757
HCON_00056570	WBGene00001778
HCON_00056570	WBGene00001756
HCON_00056570	WBGene00001755
HCON_00056570	WBGene00001786
HCON_00056580	WBGene00019320
HCON_00056590	WBGene00001754
HCON_00056590	WBGene00001753
HCON_00056590	WBGene00001757
HCON_00056590	WBGene00001778
HCON_00056590	WBGene00001756
HCON_00056590	WBGene00001755
HCON_00056590	WBGene00001786
HCON_00056600	WBGene00001754
HCON_00056600	WBGene00001753
HCON_00056600	WBGene00001757
HCON_00056600	WBGene00001778
HCON_00056600	WBGene00001756
HCON_00056600	WBGene00001755
HCON_00056600	WBGene00001786
HCON_00056630	WBGene00006363
HCON_00056640	WBGene00010052
HCON_00056650	WBGene00001031
HCON_00056660	WBGene00018819
HCON_00056670	WBGene00019121
HCON_00056670	WBGene00019120
HCON_00056680	WBGene00003583
HCON_00056710	WBGene00004701
HCON_00056730	WBGene00010893
HCON_00056740	WBGene00009741
HCON_00056760	WBGene00016632
HCON_00056780	WBGene00021599
HCON_00056780	WBGene00016050
HCON_00056780	WBGene00018557
HCON_00056780	WBGene00018556
HCON_00056780	WBGene00012242
HCON_00056780	WBGene00016051
HCON_00056780	WBGene00044002
HCON_00056780	WBGene00022409
HCON_00056780	WBGene00009603
HCON_00056780	WBGene00019966
HCON_00056780	WBGene00016049
HCON_00056780	WBGene00008268
HCON_00056780	WBGene00018826
HCON_00056780	WBGene00021169
HCON_00056780	WBGene00018555
HCON_00056780	WBGene00019740
HCON_00056780	WBGene00018559
HCON_00056780	WBGene00018114
HCON_00056790	WBGene00021599
HCON_00056790	WBGene00016050
HCON_00056790	WBGene00018557
HCON_00056790	WBGene00018556
HCON_00056790	WBGene00012242
HCON_00056790	WBGene00016051
HCON_00056790	WBGene00044002
HCON_00056790	WBGene00022409
HCON_00056790	WBGene00009603
HCON_00056790	WBGene00019966
HCON_00056790	WBGene00016049
HCON_00056790	WBGene00008268
HCON_00056790	WBGene00018826
HCON_00056790	WBGene00021169
HCON_00056790	WBGene00018555
HCON_00056790	WBGene00019740
HCON_00056790	WBGene00018559
HCON_00056790	WBGene00018114
HCON_00056830	WBGene00021599
HCON_00056830	WBGene00016050
HCON_00056830	WBGene00018557
HCON_00056830	WBGene00018556
HCON_00056830	WBGene00012242
HCON_00056830	WBGene00016051
HCON_00056830	WBGene00044002
HCON_00056830	WBGene00022409
HCON_00056830	WBGene00009603
HCON_00056830	WBGene00019966
HCON_00056830	WBGene00016049
HCON_00056830	WBGene00008268
HCON_00056830	WBGene00018826
HCON_00056830	WBGene00021169
HCON_00056830	WBGene00018555
HCON_00056830	WBGene00019740
HCON_00056830	WBGene00018559
HCON_00056830	WBGene00018114
HCON_00056840	WBGene00009041
HCON_00056890	WBGene00011044
HCON_00056890	WBGene00013823
HCON_00056900	WBGene00009165
HCON_00056900	WBGene00011045
HCON_00056950	WBGene00018275
HCON_00056960	WBGene00011312
HCON_00056970	WBGene00008166
HCON_00056980	WBGene00006414
HCON_00056990	WBGene00019018
HCON_00057040	WBGene00017038
HCON_00057130	WBGene00017037
HCON_00057140	WBGene00017036
HCON_00057160	WBGene00007353
HCON_00057170	WBGene00006495
HCON_00057210	WBGene00009899
HCON_00057230	WBGene00007744
HCON_00057240	WBGene00004304
HCON_00057250	WBGene00010993
HCON_00057290	WBGene00008819
HCON_00057300	WBGene00002076
HCON_00057310	WBGene00003119
HCON_00057320	WBGene00012990
HCON_00057340	WBGene00012992
HCON_00057350	WBGene00011051
HCON_00057420	WBGene00008963
HCON_00057430	WBGene00006603
HCON_00057450	WBGene00044667
HCON_00057480	WBGene00008800
HCON_00057510	WBGene00019128
HCON_00057530	WBGene00013270
HCON_00057540	WBGene00018869
HCON_00057580	WBGene00007326
HCON_00057590	WBGene00008939
HCON_00057600	WBGene00007189
HCON_00057610	WBGene00012987
HCON_00057640	WBGene00010785
HCON_00057650	WBGene00044641
HCON_00057690	WBGene00001208
HCON_00057700	WBGene00017895
HCON_00057720	WBGene00017895
HCON_00057730	WBGene00004214
HCON_00057750	WBGene00001486
HCON_00057760	WBGene00000114
HCON_00057780	WBGene00000114
HCON_00057790	WBGene00000114
HCON_00057800	WBGene00000114
HCON_00057810	WBGene00000114
HCON_00057820	WBGene00007026
HCON_00057830	WBGene00000114
HCON_00057850	WBGene00000459
HCON_00057860	WBGene00017702
HCON_00057880	WBGene00011522
HCON_00057900	WBGene00001594
HCON_00057930	WBGene00003144
HCON_00057940	WBGene00012896
HCON_00057950	WBGene00012897
HCON_00057960	WBGene00009447
HCON_00057990	WBGene00017435
HCON_00058010	WBGene00017442
HCON_00058020	WBGene00019220
HCON_00058030	WBGene00019219
HCON_00058050	WBGene00000482
HCON_00058050	WBGene00002637
HCON_00058070	WBGene00007049
HCON_00058070	WBGene00016963
HCON_00058070	WBGene00018839
HCON_00058070	WBGene00019459
HCON_00058080	WBGene00015002
HCON_00058120	WBGene00011885
HCON_00058140	WBGene00011883
HCON_00058150	WBGene00011884
HCON_00058170	WBGene00007409
HCON_00058190	WBGene00011978
HCON_00058240	WBGene00012903
HCON_00058340	WBGene00009448
HCON_00058350	WBGene00021073
HCON_00058380	WBGene00001340
HCON_00058390	WBGene00016806
HCON_00058400	WBGene00004444
HCON_00058430	WBGene00007490
HCON_00058440	WBGene00018872
HCON_00058450	WBGene00044302
HCON_00058450	WBGene00017592
HCON_00058450	WBGene00017594
HCON_00058460	WBGene00044302
HCON_00058460	WBGene00017592
HCON_00058460	WBGene00017594
HCON_00058470	WBGene00004166
HCON_00058480	WBGene00004166
HCON_00058520	WBGene00000778
HCON_00058530	WBGene00003592
HCON_00058560	WBGene00022893
HCON_00058570	WBGene00020498
HCON_00058580	WBGene00015941
HCON_00058590	WBGene00015939
HCON_00058600	WBGene00020476
HCON_00058640	WBGene00013212
HCON_00058650	WBGene00004270
HCON_00058660	WBGene00022852
HCON_00058670	WBGene00009711
HCON_00058680	WBGene00009712
HCON_00058690	WBGene00000529
HCON_00058750	WBGene00014261
HCON_00058760	WBGene00022762
HCON_00058770	WBGene00012469
HCON_00058780	WBGene00010502
HCON_00058790	WBGene00010503
HCON_00058810	WBGene00009004
HCON_00058820	WBGene00006380
HCON_00058830	WBGene00016805
HCON_00058850	WBGene00019061
HCON_00058860	WBGene00019364
HCON_00058890	WBGene00044418
HCON_00058900	WBGene00004926
HCON_00058930	WBGene00008455
HCON_00058950	WBGene00019613
HCON_00058970	WBGene00019613
HCON_00058990	WBGene00001620
HCON_00059000	WBGene00007474
HCON_00059010	WBGene00001587
HCON_00059020	WBGene00011508
HCON_00059030	WBGene00011509
HCON_00059040	WBGene00007685
HCON_00059050	WBGene00007686
HCON_00059060	WBGene00013213
HCON_00059060	WBGene00023423
HCON_00059070	WBGene00021596
HCON_00059070	WBGene00021597
HCON_00059100	WBGene00020687
HCON_00059110	WBGene00012375
HCON_00059120	WBGene00004704
HCON_00059130	WBGene00006643
HCON_00059150	WBGene00010897
HCON_00059160	WBGene00002219
HCON_00059180	WBGene00004798
HCON_00059190	WBGene00019326
HCON_00059200	WBGene00008742
HCON_00059210	WBGene00020897
HCON_00059220	WBGene00019428
HCON_00059240	WBGene00050941
HCON_00059250	WBGene00050941
HCON_00059290	WBGene00008643
HCON_00059300	WBGene00008640
HCON_00059310	WBGene00008639
HCON_00059320	WBGene00008052
HCON_00059330	WBGene00008641
HCON_00059340	WBGene00003843
HCON_00059350	WBGene00013150
HCON_00059360	WBGene00021131
HCON_00059370	WBGene00000771
HCON_00059380	WBGene00007143
HCON_00059400	WBGene00001498
HCON_00059410	WBGene00001498
HCON_00059430	WBGene00011758
HCON_00059440	WBGene00009204
HCON_00059450	WBGene00009205
HCON_00059460	WBGene00000773
HCON_00059470	WBGene00004440
HCON_00059490	WBGene00006307
HCON_00059510	WBGene00009973
HCON_00059510	WBGene00011467
HCON_00059510	WBGene00012177
HCON_00059520	WBGene00001950
HCON_00059530	WBGene00001958
HCON_00059540	WBGene00018718
HCON_00059550	WBGene00002053
HCON_00059560	WBGene00017326
HCON_00059580	WBGene00007242
HCON_00059590	WBGene00017339
HCON_00059630	WBGene00011511
HCON_00059640	WBGene00018041
HCON_00059660	WBGene00003777
HCON_00059670	WBGene00004222
HCON_00059680	WBGene00017245
HCON_00059690	WBGene00002047
HCON_00059700	WBGene00017255
HCON_00059710	WBGene00000053
HCON_00059720	WBGene00020675
HCON_00059720	WBGene00017700
HCON_00059730	WBGene00013085
HCON_00059730	WBGene00017559
HCON_00059740	WBGene00011071
HCON_00059750	WBGene00015194
HCON_00059750	WBGene00015190
HCON_00059760	WBGene00015189
HCON_00059770	WBGene00017369
HCON_00059780	WBGene00017369
HCON_00059790	WBGene00001207
HCON_00059800	WBGene00011272
HCON_00059810	WBGene00011273
HCON_00059820	WBGene00009812
HCON_00059830	WBGene00010457
HCON_00059880	WBGene00015920
HCON_00059890	WBGene00014201
HCON_00059900	WBGene00000377
HCON_00059910	WBGene00003241
HCON_00059930	WBGene00006923
HCON_00059940	WBGene00008288
HCON_00059960	WBGene00002244
HCON_00059970	WBGene00003952
HCON_00060000	WBGene00001510
HCON_00060010	WBGene00014151
HCON_00060020	WBGene00004873
HCON_00060030	WBGene00014989
HCON_00060040	WBGene00020219
HCON_00060050	WBGene00012915
HCON_00060060	WBGene00008448
HCON_00060070	WBGene00000113
HCON_00060080	WBGene00010721
HCON_00060090	WBGene00010319
HCON_00060100	WBGene00010318
HCON_00060110	WBGene00007688
HCON_00060120	WBGene00017179
HCON_00060200	WBGene00010321
HCON_00060210	WBGene00013207
HCON_00060230	WBGene00014051
HCON_00060250	WBGene00018928
HCON_00060260	WBGene00007145
HCON_00060280	WBGene00007144
HCON_00060300	WBGene00010988
HCON_00060310	WBGene00001952
HCON_00060320	WBGene00003618
HCON_00060340	WBGene00016244
HCON_00060350	WBGene00006406
HCON_00060370	WBGene00011760
HCON_00060380	WBGene00008429
HCON_00060390	WBGene00008428
HCON_00060460	WBGene00011757
HCON_00060480	WBGene00006875
HCON_00060490	WBGene00008427
HCON_00060500	WBGene00008431
HCON_00060510	WBGene00013014
HCON_00060520	WBGene00013015
HCON_00060530	WBGene00021661
HCON_00060530	WBGene00003041
HCON_00060540	WBGene00006703
HCON_00060550	WBGene00000101
